,deposit,stock,label,PREDICT
1231,1820000000,58000000,diamond,diamond
1232,1550000000,62000000,diamond,diamond
1233,1940000000,56000000,diamond,diamond
1234,1740000000,74000000,diamond,diamond
1235,1200000000,46000000,normal,normal
1236,1890000000,41000000,diamond,diamond
1237,1760000000,44000000,diamond,diamond
1238,1460000000,38000000,normal,normal
1239,1800000000,39000000,diamond,diamond
1240,1280000000,80000000,diamond,diamond
1241,1560000000,75000000,diamond,diamond
1242,1570000000,35000000,normal,normal
1243,1280000000,45000000,normal,normal
1244,1310000000,52000000,normal,normal
1245,1500000000,45000000,normal,normal
1246,1730000000,57000000,diamond,diamond
1247,1650000000,67000000,diamond,diamond
1248,1200000000,49000000,normal,normal
1249,1840000000,73000000,vip,vip
1250,1530000000,62000000,diamond,diamond
1251,1500000000,70000000,diamond,diamond
1252,1740000000,77000000,vip,vip
1253,1940000000,54000000,diamond,diamond
1254,1850000000,62000000,diamond,diamond
1255,1980000000,46000000,diamond,diamond
1256,1780000000,74000000,vip,vip
1257,1200000000,63000000,normal,normal
1258,1260000000,45000000,normal,normal
1259,1790000000,46000000,diamond,diamond
1260,1490000000,41000000,normal,normal
1261,1620000000,57000000,diamond,diamond
1262,1240000000,38000000,normal,normal
1263,1580000000,57000000,diamond,diamond
1264,1390000000,65000000,diamond,diamond
1265,1340000000,67000000,diamond,diamond
1266,1500000000,79000000,diamond,diamond
1267,1470000000,49000000,normal,normal
1268,1220000000,70000000,normal,normal
1269,1330000000,65000000,normal,normal
1270,1880000000,77000000,vip,vip
1271,1310000000,71000000,diamond,diamond
1272,1540000000,69000000,diamond,diamond
1273,1670000000,45000000,diamond,diamond
1274,1790000000,59000000,diamond,diamond
1275,1670000000,46000000,diamond,diamond
1276,1580000000,58000000,diamond,diamond
1277,1260000000,78000000,diamond,diamond
1278,1390000000,62000000,diamond,diamond
1279,1550000000,39000000,normal,normal
1280,1600000000,61000000,diamond,diamond
1281,1740000000,40000000,diamond,diamond
1282,1300000000,65000000,normal,normal
1283,1690000000,68000000,diamond,diamond
1284,1360000000,41000000,normal,normal
1285,1760000000,72000000,diamond,diamond
1286,1230000000,63000000,normal,normal
1287,1380000000,39000000,normal,normal
1288,1320000000,63000000,normal,normal
1289,1860000000,72000000,vip,vip
1290,1400000000,72000000,diamond,diamond
1291,1730000000,46000000,diamond,diamond
1292,1770000000,74000000,vip,vip
1293,1640000000,51000000,diamond,diamond
1294,1550000000,58000000,diamond,diamond
1295,1330000000,77000000,diamond,diamond
1296,1370000000,36000000,normal,normal
1297,1940000000,78000000,vip,vip
1298,1800000000,70000000,diamond,diamond
1299,1500000000,58000000,diamond,diamond
1300,1890000000,50000000,diamond,diamond
1301,1720000000,46000000,diamond,diamond
1302,1760000000,71000000,diamond,diamond
1303,1830000000,54000000,diamond,diamond
1304,1530000000,79000000,diamond,diamond
1305,1500000000,55000000,diamond,diamond
1306,1450000000,77000000,diamond,diamond
1307,1350000000,56000000,normal,normal
1308,1230000000,66000000,normal,normal
1309,1710000000,61000000,diamond,diamond
1310,1480000000,48000000,normal,normal
1311,1820000000,76000000,vip,vip
1312,1840000000,64000000,diamond,diamond
1313,1350000000,68000000,diamond,diamond
1314,1560000000,80000000,diamond,diamond
1315,1350000000,52000000,normal,normal
1316,2000000000,45000000,diamond,diamond
1317,1820000000,54000000,diamond,diamond
1318,1640000000,45000000,diamond,diamond
1319,1760000000,45000000,diamond,diamond
1320,1630000000,50000000,diamond,diamond
1321,1880000000,51000000,diamond,diamond
1322,1540000000,53000000,diamond,diamond
1323,1850000000,61000000,diamond,diamond
1324,1480000000,66000000,diamond,diamond
1325,1690000000,65000000,diamond,diamond
1326,1530000000,48000000,diamond,diamond
1327,1510000000,63000000,diamond,diamond
1328,1840000000,45000000,diamond,diamond
1329,1850000000,57000000,diamond,diamond
1330,1950000000,63000000,vip,vip
1331,1980000000,36000000,diamond,diamond
1332,1470000000,37000000,normal,normal
1333,1810000000,62000000,diamond,diamond
1334,1280000000,79000000,diamond,diamond
1335,1620000000,72000000,diamond,diamond
1336,1600000000,80000000,diamond,diamond
1337,1940000000,72000000,vip,vip
1338,1300000000,43000000,normal,normal
1339,1450000000,38000000,normal,normal
1340,1310000000,76000000,diamond,diamond
1341,1680000000,56000000,diamond,diamond
1342,1920000000,75000000,vip,vip
1343,1890000000,54000000,diamond,diamond
1344,1760000000,72000000,diamond,diamond
1345,1480000000,68000000,diamond,diamond
1346,1650000000,47000000,diamond,diamond
1347,1550000000,48000000,diamond,diamond
1348,1710000000,54000000,diamond,diamond
1349,1950000000,57000000,vip,vip
1350,1900000000,80000000,vip,vip
1351,1720000000,65000000,diamond,diamond
1352,1660000000,73000000,diamond,diamond
1353,1880000000,77000000,vip,vip
1354,1690000000,66000000,diamond,diamond
1355,1970000000,54000000,vip,vip
1356,1460000000,69000000,diamond,diamond
1357,1980000000,46000000,diamond,diamond
1358,1820000000,59000000,diamond,diamond
1359,1850000000,42000000,diamond,diamond
1360,1310000000,80000000,diamond,diamond
1361,1250000000,60000000,normal,normal
1362,1450000000,58000000,diamond,diamond
1363,1340000000,35000000,normal,normal
1364,1690000000,80000000,diamond,diamond
1365,1240000000,36000000,normal,normal
1366,1270000000,58000000,normal,normal
1367,1680000000,67000000,diamond,diamond
1368,1450000000,79000000,diamond,diamond
1369,1550000000,59000000,diamond,diamond
1370,1780000000,68000000,diamond,diamond
1371,1910000000,41000000,diamond,diamond
1372,1970000000,78000000,vip,vip
1373,1770000000,66000000,diamond,diamond
1374,1860000000,72000000,vip,vip
1375,1300000000,77000000,diamond,diamond
1376,1850000000,54000000,diamond,diamond
1377,1730000000,58000000,diamond,diamond
1378,1440000000,40000000,normal,normal
1379,1500000000,39000000,normal,normal
1380,1790000000,70000000,diamond,diamond
1381,1650000000,77000000,diamond,diamond
1382,1530000000,36000000,normal,normal
1383,1900000000,53000000,diamond,diamond
1384,1740000000,45000000,diamond,diamond
1385,1330000000,79000000,diamond,diamond
1386,1460000000,44000000,normal,normal
1387,1880000000,70000000,vip,vip
1388,1580000000,47000000,diamond,diamond
1389,1580000000,55000000,diamond,diamond
1390,1690000000,35000000,diamond,diamond
1391,1570000000,53000000,diamond,diamond
1392,1200000000,59000000,normal,normal
1393,1960000000,77000000,vip,vip
1394,1940000000,68000000,vip,vip
1395,1950000000,39000000,diamond,diamond
1396,1490000000,45000000,normal,normal
1397,1890000000,50000000,diamond,diamond
1398,1520000000,40000000,normal,normal
1399,1950000000,70000000,vip,vip
1400,1490000000,59000000,diamond,diamond
1401,1220000000,79000000,diamond,diamond
1402,1590000000,77000000,diamond,diamond
1403,1700000000,69000000,diamond,diamond
1404,1340000000,49000000,normal,normal
1405,1570000000,39000000,normal,normal
1406,1770000000,40000000,diamond,diamond
1407,1930000000,57000000,diamond,diamond
1408,1240000000,78000000,diamond,diamond
1409,1840000000,74000000,vip,vip
1410,2000000000,42000000,diamond,diamond
1411,1850000000,64000000,diamond,diamond
1412,1320000000,49000000,normal,normal
1413,1700000000,44000000,diamond,diamond
1414,1870000000,53000000,diamond,diamond
1415,1950000000,55000000,diamond,diamond
1416,1830000000,63000000,diamond,diamond
1417,1780000000,53000000,diamond,diamond
1418,1340000000,52000000,normal,normal
1419,1360000000,63000000,normal,normal
1420,1950000000,77000000,vip,vip
1421,1460000000,44000000,normal,normal
1422,1920000000,53000000,diamond,diamond
1423,1240000000,63000000,normal,normal
1424,1340000000,62000000,normal,normal
1425,1480000000,50000000,normal,normal
1426,1940000000,75000000,vip,vip
1427,1500000000,58000000,diamond,diamond
1428,1760000000,45000000,diamond,diamond
1429,1460000000,49000000,normal,normal
1430,1530000000,75000000,diamond,diamond
1431,1640000000,79000000,diamond,diamond
1432,1890000000,57000000,diamond,diamond
1433,1270000000,41000000,normal,normal
1434,1470000000,57000000,diamond,diamond
1435,1720000000,75000000,diamond,diamond
1436,1490000000,54000000,diamond,diamond
1437,1950000000,44000000,diamond,diamond
1438,1300000000,55000000,normal,normal
1439,1770000000,70000000,diamond,diamond
1440,1330000000,51000000,normal,normal
1441,1750000000,75000000,diamond,diamond
1442,1420000000,60000000,diamond,diamond
1443,1680000000,68000000,diamond,diamond
1444,1580000000,58000000,diamond,diamond
1445,1470000000,39000000,normal,normal
1446,1870000000,67000000,vip,vip
1447,1460000000,60000000,diamond,diamond
1448,1560000000,60000000,diamond,diamond
1449,1830000000,37000000,diamond,diamond
1450,1810000000,70000000,vip,vip
1451,1790000000,62000000,diamond,diamond
1452,1430000000,75000000,diamond,diamond
1453,1880000000,78000000,vip,vip
1454,1880000000,46000000,diamond,diamond
1455,1420000000,38000000,normal,normal
1456,1790000000,77000000,vip,vip
1457,1210000000,59000000,normal,normal
1458,1830000000,43000000,diamond,diamond
1459,1390000000,54000000,normal,normal
1460,1720000000,67000000,diamond,diamond
1461,1280000000,43000000,normal,normal
1462,1370000000,63000000,normal,normal
1463,1220000000,38000000,normal,normal
1464,1620000000,52000000,diamond,diamond
1465,1900000000,62000000,vip,vip
1466,1620000000,40000000,diamond,diamond
1467,1240000000,78000000,diamond,diamond
1468,1380000000,64000000,diamond,diamond
1469,1930000000,64000000,vip,vip
1470,1390000000,38000000,normal,normal
1471,1650000000,49000000,diamond,diamond
1472,1530000000,36000000,normal,normal
1473,1460000000,68000000,diamond,diamond
1474,1620000000,55000000,diamond,diamond
1475,1620000000,71000000,diamond,diamond
1476,1870000000,52000000,diamond,diamond
1477,1770000000,62000000,diamond,diamond
1478,1850000000,63000000,diamond,diamond
1479,1380000000,43000000,normal,normal
1480,1540000000,71000000,diamond,diamond
1481,1690000000,67000000,diamond,diamond
1482,1770000000,54000000,diamond,diamond
1483,1440000000,76000000,diamond,diamond
1484,1550000000,71000000,diamond,diamond
1485,1240000000,76000000,normal,normal
1486,1700000000,44000000,diamond,diamond
1487,1730000000,49000000,diamond,diamond
1488,1660000000,41000000,diamond,diamond
1489,1920000000,68000000,vip,vip
1490,1970000000,65000000,vip,vip
1491,1910000000,41000000,diamond,diamond
1492,1470000000,70000000,diamond,diamond
1493,1760000000,56000000,diamond,diamond
1494,1990000000,48000000,diamond,diamond
1495,1930000000,53000000,diamond,diamond
1496,1630000000,45000000,diamond,diamond
1497,1560000000,35000000,normal,normal
1498,1430000000,39000000,normal,normal
1499,1950000000,78000000,vip,vip
1500,1200000000,46000000,normal,normal
1501,1400000000,58000000,normal,normal
1502,1230000000,57000000,normal,normal
1503,1810000000,56000000,diamond,diamond
1504,1650000000,60000000,diamond,diamond
1505,1920000000,60000000,vip,vip
1506,1890000000,78000000,vip,vip
1507,1300000000,76000000,diamond,diamond
1508,1760000000,79000000,vip,vip
1509,1620000000,37000000,normal,normal
1510,1550000000,43000000,normal,normal
1511,1960000000,80000000,vip,vip
1512,1210000000,59000000,normal,normal
1513,1330000000,35000000,normal,normal
1514,2000000000,74000000,vip,vip
1515,1360000000,74000000,diamond,diamond
1516,1880000000,63000000,vip,vip
1517,1900000000,71000000,vip,vip
1518,1430000000,66000000,diamond,diamond
1519,1960000000,65000000,vip,vip
1520,1600000000,63000000,diamond,diamond
1521,1970000000,40000000,diamond,diamond
1522,1480000000,62000000,diamond,diamond
1523,1390000000,48000000,normal,normal
1524,1260000000,54000000,normal,normal
1525,1860000000,70000000,vip,vip
1526,1550000000,66000000,diamond,diamond
1527,1430000000,78000000,diamond,diamond
1528,1290000000,59000000,normal,normal
1529,1380000000,37000000,normal,normal
1530,1510000000,61000000,diamond,diamond
1531,1910000000,71000000,vip,vip
1532,2000000000,57000000,vip,vip
1533,1380000000,80000000,diamond,diamond
1534,1740000000,73000000,diamond,diamond
1535,1550000000,52000000,diamond,diamond
1536,1310000000,54000000,normal,normal
1537,1840000000,72000000,vip,vip
1538,1790000000,37000000,diamond,diamond
1539,1750000000,38000000,diamond,diamond
1540,1620000000,41000000,diamond,diamond
1541,1460000000,71000000,diamond,diamond
1542,1570000000,73000000,diamond,diamond
1543,1210000000,46000000,normal,normal
1544,1690000000,66000000,diamond,diamond
1545,1790000000,64000000,diamond,diamond
1546,1810000000,67000000,diamond,diamond
1547,1420000000,67000000,diamond,diamond
1548,1930000000,79000000,vip,vip
1549,1920000000,35000000,diamond,diamond
1550,1560000000,52000000,diamond,diamond
1551,1580000000,45000000,diamond,diamond
1552,1470000000,39000000,normal,normal
1553,1860000000,37000000,diamond,diamond
1554,1480000000,60000000,diamond,diamond
1555,1560000000,68000000,diamond,diamond
1556,1450000000,43000000,normal,normal
1557,1700000000,73000000,diamond,diamond
1558,1350000000,62000000,normal,normal
1559,1700000000,64000000,diamond,diamond
1560,1640000000,48000000,diamond,diamond
1561,1500000000,78000000,diamond,diamond
1562,1620000000,52000000,diamond,diamond
1563,1770000000,54000000,diamond,diamond
1564,1580000000,78000000,diamond,diamond
1565,1210000000,51000000,normal,normal
1566,1920000000,65000000,vip,vip
1567,1770000000,70000000,diamond,diamond
1568,1330000000,67000000,normal,normal
1569,1690000000,43000000,diamond,diamond
1570,1320000000,75000000,diamond,diamond
1571,1900000000,54000000,diamond,diamond
1572,1340000000,47000000,normal,normal
1573,1970000000,73000000,vip,vip
1574,1840000000,44000000,diamond,diamond
1575,1310000000,58000000,normal,normal
1576,1980000000,42000000,diamond,diamond
1577,1960000000,41000000,diamond,diamond
1578,1650000000,60000000,diamond,diamond
1579,1940000000,52000000,diamond,diamond
1580,1300000000,54000000,normal,normal
1581,1690000000,68000000,diamond,diamond
1582,1700000000,65000000,diamond,diamond
1583,1200000000,50000000,normal,normal
1584,1690000000,63000000,diamond,diamond
1585,1510000000,47000000,normal,normal
1586,1920000000,48000000,diamond,diamond
1587,1590000000,67000000,diamond,diamond
1588,1950000000,45000000,diamond,diamond
1589,1450000000,64000000,diamond,diamond
1590,1270000000,50000000,normal,normal
1591,1720000000,37000000,diamond,diamond
1592,1560000000,37000000,normal,normal
1593,1560000000,55000000,diamond,diamond
1594,1660000000,65000000,diamond,diamond
1595,1980000000,77000000,vip,diamond
1596,1490000000,55000000,diamond,diamond
1597,1370000000,66000000,diamond,diamond
1598,1750000000,44000000,diamond,diamond
1599,1530000000,76000000,diamond,diamond
1600,1400000000,37000000,normal,normal
1601,1260000000,58000000,normal,normal
1602,1810000000,69000000,diamond,diamond
1603,1890000000,74000000,vip,vip
1604,1610000000,50000000,diamond,diamond
1605,1950000000,64000000,vip,vip
1606,1310000000,35000000,normal,normal
1607,1900000000,78000000,vip,vip
1608,1620000000,44000000,diamond,diamond
1609,1400000000,63000000,diamond,diamond
1610,1620000000,79000000,diamond,diamond
1611,1400000000,40000000,normal,normal
1612,1330000000,69000000,diamond,diamond
1613,1350000000,43000000,normal,normal
1614,1600000000,78000000,diamond,diamond
1615,1400000000,67000000,diamond,diamond
1616,1570000000,53000000,diamond,diamond
1617,1420000000,53000000,normal,normal
1618,1220000000,44000000,normal,normal
1619,1250000000,46000000,normal,normal
1620,1760000000,60000000,diamond,diamond
1621,1600000000,68000000,diamond,diamond
1622,1490000000,53000000,diamond,diamond
1623,1970000000,46000000,diamond,diamond
1624,1650000000,48000000,diamond,diamond
1625,1710000000,50000000,diamond,diamond
1626,1600000000,61000000,diamond,diamond
1627,1930000000,56000000,diamond,diamond
1628,1790000000,52000000,diamond,diamond
1629,1940000000,71000000,vip,vip
1630,1450000000,69000000,diamond,diamond
1631,1880000000,63000000,vip,vip
1632,1940000000,65000000,vip,vip
1633,1610000000,74000000,diamond,diamond
1634,1820000000,62000000,diamond,diamond
1635,1810000000,57000000,diamond,diamond
1636,1810000000,72000000,vip,vip
1637,1770000000,60000000,diamond,diamond
1638,1410000000,60000000,diamond,diamond
1639,1580000000,45000000,diamond,diamond
1640,1840000000,49000000,diamond,diamond
1641,1930000000,57000000,diamond,diamond
1642,1400000000,42000000,normal,normal
1643,1590000000,43000000,diamond,diamond
1644,1800000000,49000000,diamond,diamond
1645,1850000000,63000000,diamond,diamond
1646,1960000000,53000000,diamond,diamond
1647,2000000000,40000000,diamond,diamond
1648,1310000000,61000000,normal,normal
1649,1780000000,66000000,diamond,diamond
1650,1260000000,68000000,normal,normal
1651,1430000000,39000000,normal,normal
1652,1560000000,68000000,diamond,diamond
1653,1270000000,69000000,normal,normal
1654,1440000000,79000000,diamond,diamond
1655,1720000000,80000000,vip,vip
1656,1970000000,63000000,vip,vip
1657,1920000000,79000000,vip,vip
1658,1770000000,42000000,diamond,diamond
1659,1610000000,43000000,diamond,diamond
1660,1710000000,50000000,diamond,diamond
1661,1320000000,50000000,normal,normal
1662,1800000000,67000000,diamond,diamond
1663,1920000000,53000000,diamond,diamond
1664,1310000000,60000000,normal,normal
1665,1230000000,73000000,normal,normal
1666,1240000000,58000000,normal,normal
1667,1720000000,54000000,diamond,diamond
1668,1740000000,75000000,diamond,diamond
1669,1690000000,37000000,diamond,diamond
1670,1990000000,74000000,vip,vip
1671,1780000000,37000000,diamond,diamond
1672,1210000000,42000000,normal,normal
1673,1780000000,65000000,diamond,diamond
1674,1540000000,43000000,normal,normal
1675,1750000000,61000000,diamond,diamond
1676,1240000000,72000000,normal,normal
1677,1770000000,70000000,diamond,diamond
1678,2000000000,51000000,vip,vip
1679,1370000000,36000000,normal,normal
1680,1810000000,71000000,vip,vip
1681,1980000000,52000000,diamond,diamond
1682,1910000000,77000000,vip,vip
1683,1310000000,66000000,normal,normal
1684,1640000000,65000000,diamond,diamond
1685,1890000000,68000000,vip,vip
1686,1460000000,69000000,diamond,diamond
1687,1830000000,65000000,diamond,diamond
1688,1300000000,44000000,normal,normal
1689,1280000000,55000000,normal,normal
1690,1280000000,54000000,normal,normal
1691,1810000000,55000000,diamond,diamond
1692,1960000000,45000000,diamond,diamond
1693,1390000000,35000000,normal,normal
1694,1720000000,76000000,diamond,diamond
1695,1630000000,40000000,diamond,diamond
1696,1900000000,79000000,vip,vip
1697,1280000000,44000000,normal,normal
1698,1820000000,78000000,vip,vip
1699,1540000000,62000000,diamond,diamond
1700,1370000000,66000000,diamond,diamond
1701,1810000000,49000000,diamond,diamond
1702,1250000000,45000000,normal,normal
1703,1960000000,63000000,vip,vip
1704,1790000000,52000000,diamond,diamond
1705,1480000000,64000000,diamond,diamond
1706,1900000000,48000000,diamond,diamond
1707,1440000000,64000000,diamond,diamond
1708,1970000000,44000000,diamond,diamond
1709,1550000000,43000000,normal,normal
1710,1800000000,72000000,vip,vip
1711,1220000000,66000000,normal,normal
1712,1720000000,37000000,diamond,diamond
1713,1640000000,40000000,diamond,diamond
1714,1310000000,37000000,normal,normal
1715,1820000000,70000000,vip,vip
1716,1420000000,63000000,diamond,diamond
1717,1690000000,41000000,diamond,diamond
1718,1250000000,70000000,normal,normal
1719,1350000000,41000000,normal,normal
1720,1880000000,64000000,vip,vip
1721,1970000000,42000000,diamond,diamond
1722,1390000000,56000000,normal,normal
1723,1570000000,71000000,diamond,diamond
1724,1770000000,49000000,diamond,diamond
1725,1810000000,53000000,diamond,diamond
1726,1270000000,55000000,normal,normal
1727,1420000000,67000000,diamond,diamond
1728,1400000000,52000000,normal,normal
1729,1820000000,56000000,diamond,diamond
1730,1530000000,41000000,normal,normal
1731,1450000000,38000000,normal,normal
1732,1970000000,72000000,vip,vip
1733,1260000000,67000000,normal,normal
1734,1310000000,45000000,normal,normal
1735,1430000000,70000000,diamond,diamond
1736,1750000000,76000000,vip,vip
1737,1960000000,77000000,vip,vip
1738,1730000000,76000000,diamond,diamond
1739,1600000000,73000000,diamond,diamond
1740,1360000000,48000000,normal,normal
1741,1750000000,53000000,diamond,diamond
1742,1720000000,42000000,diamond,diamond
1743,1630000000,73000000,diamond,diamond
1744,1400000000,41000000,normal,normal
1745,1370000000,77000000,diamond,diamond
1746,1350000000,50000000,normal,normal
1747,1780000000,71000000,diamond,diamond
1748,1210000000,57000000,normal,normal
1749,1320000000,76000000,diamond,diamond
1750,1600000000,72000000,diamond,diamond
1751,1990000000,50000000,diamond,diamond
1752,1590000000,38000000,normal,normal
1753,1830000000,36000000,diamond,diamond
1754,1910000000,63000000,vip,vip
1755,1210000000,47000000,normal,normal
1756,1480000000,60000000,diamond,diamond
1757,1520000000,77000000,diamond,diamond
1758,1560000000,76000000,diamond,diamond
1759,1650000000,72000000,diamond,diamond
1760,1710000000,68000000,diamond,diamond
1761,1710000000,39000000,diamond,diamond
1762,1520000000,58000000,diamond,diamond
1763,1800000000,59000000,diamond,diamond
1764,1730000000,55000000,diamond,diamond
1765,1460000000,56000000,diamond,diamond
1766,1460000000,80000000,diamond,diamond
1767,1830000000,58000000,diamond,diamond
1768,1200000000,57000000,normal,normal
1769,2000000000,77000000,vip,vip
1770,1730000000,72000000,diamond,diamond
1771,1450000000,79000000,diamond,diamond
1772,1820000000,68000000,diamond,diamond
1773,1570000000,50000000,diamond,diamond
1774,1910000000,68000000,vip,vip
1775,1390000000,49000000,normal,normal
1776,1530000000,78000000,diamond,diamond
1777,1800000000,62000000,diamond,diamond
1778,1590000000,75000000,diamond,diamond
1779,1390000000,43000000,normal,normal
1780,1770000000,61000000,diamond,diamond
1781,1450000000,38000000,normal,normal
1782,1280000000,35000000,normal,normal
1783,1860000000,37000000,diamond,diamond
1784,1680000000,55000000,diamond,diamond
1785,1560000000,54000000,diamond,diamond
1786,1820000000,77000000,vip,diamond
1787,1800000000,49000000,diamond,diamond
1788,1840000000,59000000,diamond,diamond
1789,1330000000,41000000,normal,normal
1790,1810000000,68000000,diamond,diamond
1791,1440000000,69000000,diamond,diamond
1792,1230000000,50000000,normal,normal
1793,1410000000,58000000,normal,normal
1794,1470000000,63000000,diamond,diamond
1795,1960000000,53000000,diamond,diamond
1796,1500000000,73000000,diamond,diamond
1797,1800000000,49000000,diamond,diamond
1798,1670000000,39000000,diamond,diamond
1799,1710000000,78000000,diamond,diamond
1800,1780000000,62000000,diamond,diamond
1801,1960000000,48000000,diamond,diamond
1802,1520000000,68000000,diamond,diamond
1803,1950000000,74000000,vip,vip
1804,1970000000,36000000,diamond,diamond
1805,1340000000,56000000,normal,normal
1806,1280000000,73000000,diamond,diamond
1807,1910000000,37000000,diamond,diamond
1808,1910000000,40000000,diamond,diamond
1809,1570000000,45000000,diamond,diamond
1810,1870000000,40000000,diamond,diamond
1811,1250000000,35000000,normal,normal
1812,1260000000,44000000,normal,normal
1813,1590000000,68000000,diamond,diamond
1814,1380000000,74000000,diamond,diamond
1815,1870000000,36000000,diamond,diamond
1816,1330000000,43000000,normal,normal
1817,1200000000,54000000,normal,normal
1818,1640000000,45000000,diamond,diamond
1819,1880000000,70000000,vip,vip
1820,1640000000,37000000,diamond,diamond
1821,1380000000,50000000,normal,normal
1822,1210000000,56000000,normal,normal
1823,1830000000,79000000,vip,vip
1824,1780000000,53000000,diamond,diamond
1825,1860000000,43000000,diamond,diamond
1826,1370000000,54000000,normal,normal
1827,1360000000,61000000,normal,normal
1828,1710000000,70000000,diamond,diamond
1829,1480000000,37000000,normal,normal
1830,1550000000,39000000,normal,normal
1831,1510000000,60000000,diamond,diamond
1832,1410000000,60000000,diamond,diamond
1833,1580000000,51000000,diamond,diamond
1834,1820000000,49000000,diamond,diamond
1835,1990000000,74000000,vip,vip
1836,1410000000,64000000,diamond,diamond
1837,1270000000,38000000,normal,normal
1838,1710000000,52000000,diamond,diamond
1839,1890000000,66000000,vip,vip
1840,1790000000,42000000,diamond,diamond
1841,1620000000,70000000,diamond,diamond
1842,1400000000,53000000,normal,normal
1843,1340000000,52000000,normal,normal
1844,1240000000,70000000,normal,normal
1845,1770000000,73000000,diamond,diamond
1846,1200000000,67000000,normal,normal
1847,1460000000,68000000,diamond,diamond
1848,1350000000,55000000,normal,normal
1849,1690000000,56000000,diamond,diamond
1850,1460000000,69000000,diamond,diamond
1851,1510000000,61000000,diamond,diamond
1852,1820000000,62000000,diamond,diamond
1853,1590000000,39000000,normal,normal
1854,1950000000,76000000,vip,vip
1855,1630000000,71000000,diamond,diamond
1856,1760000000,39000000,diamond,diamond
1857,1680000000,44000000,diamond,diamond
1858,1520000000,54000000,diamond,diamond
1859,1460000000,61000000,diamond,diamond
1860,1250000000,38000000,normal,normal
1861,1840000000,62000000,diamond,diamond
1862,1840000000,73000000,vip,vip
1863,1910000000,57000000,diamond,diamond
1864,1250000000,79000000,diamond,diamond
1865,1710000000,47000000,diamond,diamond
1866,1890000000,61000000,diamond,diamond
1867,1940000000,51000000,diamond,diamond
1868,1320000000,70000000,diamond,diamond
1869,1560000000,75000000,diamond,diamond
1870,1260000000,78000000,diamond,diamond
1871,1640000000,54000000,diamond,diamond
1872,1350000000,76000000,diamond,diamond
1873,1910000000,38000000,diamond,diamond
1874,1240000000,76000000,normal,normal
1875,1760000000,38000000,diamond,diamond
1876,1740000000,41000000,diamond,diamond
1877,1340000000,80000000,diamond,diamond
1878,1520000000,51000000,diamond,diamond
1879,1530000000,65000000,diamond,diamond
1880,1590000000,51000000,diamond,diamond
1881,1910000000,72000000,vip,vip
1882,1290000000,53000000,normal,normal
1883,1280000000,57000000,normal,normal
1884,1670000000,79000000,diamond,diamond
1885,1930000000,37000000,diamond,diamond
1886,1730000000,74000000,diamond,diamond
1887,1700000000,72000000,diamond,diamond
1888,1950000000,72000000,vip,vip
1889,1690000000,49000000,diamond,diamond
1890,1770000000,39000000,diamond,diamond
1891,1780000000,76000000,vip,vip
1892,1440000000,59000000,diamond,diamond
1893,1430000000,56000000,normal,normal
1894,1740000000,67000000,diamond,diamond
1895,1350000000,74000000,diamond,diamond
1896,1510000000,78000000,diamond,diamond
1897,1320000000,68000000,normal,normal
1898,1200000000,74000000,normal,normal
1899,1210000000,41000000,normal,normal
1900,1940000000,71000000,vip,vip
1901,1500000000,59000000,diamond,diamond
1902,1740000000,46000000,diamond,diamond
1903,1860000000,35000000,diamond,diamond
1904,1600000000,63000000,diamond,diamond
1905,1910000000,60000000,vip,vip
1906,1900000000,47000000,diamond,diamond
1907,1230000000,78000000,diamond,diamond
1908,1410000000,47000000,normal,normal
1909,1260000000,57000000,normal,normal
1910,1680000000,68000000,diamond,diamond
1911,1450000000,70000000,diamond,diamond
1912,1240000000,77000000,diamond,diamond
1913,1530000000,49000000,diamond,diamond
1914,1880000000,50000000,diamond,diamond
1915,1650000000,70000000,diamond,diamond
1916,1370000000,50000000,normal,normal
1917,1490000000,41000000,normal,normal
1918,1760000000,74000000,diamond,diamond
1919,1320000000,58000000,normal,normal
1920,1260000000,49000000,normal,normal
1921,1670000000,71000000,diamond,diamond
1922,1590000000,66000000,diamond,diamond
1923,1440000000,78000000,diamond,diamond
1924,1390000000,77000000,diamond,diamond
1925,1720000000,55000000,diamond,diamond
1926,1700000000,49000000,diamond,diamond
1927,1600000000,43000000,diamond,diamond
1928,1810000000,60000000,diamond,diamond
1929,1270000000,42000000,normal,normal
1930,1700000000,39000000,diamond,diamond
1931,1430000000,80000000,diamond,diamond
1932,1720000000,70000000,diamond,diamond
1933,1560000000,58000000,diamond,diamond
1934,1580000000,49000000,diamond,diamond
1935,1360000000,54000000,normal,normal
1936,1590000000,57000000,diamond,diamond
1937,1500000000,56000000,diamond,diamond
1938,1950000000,76000000,vip,vip
1939,1650000000,66000000,diamond,diamond
1940,1870000000,36000000,diamond,diamond
1941,1930000000,43000000,diamond,diamond
1942,1670000000,35000000,diamond,diamond
1943,1860000000,45000000,diamond,diamond
1944,1440000000,50000000,normal,normal
1945,1390000000,77000000,diamond,diamond
1946,1270000000,70000000,normal,normal
1947,1380000000,36000000,normal,normal
1948,1390000000,50000000,normal,normal
1949,1290000000,46000000,normal,normal
1950,1480000000,40000000,normal,normal
1951,1900000000,72000000,vip,vip
1952,1610000000,37000000,normal,normal
1953,1540000000,61000000,diamond,diamond
1954,1770000000,64000000,diamond,diamond
1955,1550000000,48000000,diamond,diamond
1956,1800000000,49000000,diamond,diamond
