,height,weight,bmi_label,predict
847,0.765,0.7625,fat,fat
848,0.995,0.675,thin,thin
849,0.955,0.4625,thin,thin
850,0.62,0.45,normal,normal
851,0.71,0.825,fat,fat
852,0.95,1.0,normal,normal
853,0.765,0.5,thin,thin
854,0.785,0.5,thin,thin
855,0.76,0.725,fat,fat
856,0.735,0.55,normal,normal
857,0.725,0.95,fat,fat
858,0.655,0.55,fat,fat
859,0.75,0.9625,fat,fat
860,0.925,0.575,thin,thin
861,0.88,0.95,normal,normal
862,0.765,0.8375,fat,fat
863,0.915,0.9375,normal,normal
864,0.72,0.575,normal,normal
865,0.79,0.8,fat,fat
866,0.81,0.75,normal,normal
867,0.63,0.45,normal,normal
868,0.93,0.625,thin,thin
869,0.78,0.55,thin,thin
870,0.84,0.475,thin,thin
871,0.855,0.925,fat,fat
872,1.0,0.75,thin,thin
873,0.755,0.7375,fat,fat
874,0.675,0.8875,fat,fat
875,0.605,0.6375,fat,fat
876,0.945,0.5625,thin,thin
877,0.605,0.5125,fat,fat
878,0.64,0.5625,fat,fat
879,0.845,0.85,normal,normal
880,0.75,0.5125,thin,thin
881,0.665,0.775,fat,fat
882,0.825,0.775,normal,normal
883,0.675,0.45,normal,normal
884,0.775,0.9,fat,fat
885,0.625,0.6625,fat,fat
886,0.925,0.625,thin,thin
887,0.745,0.85,fat,fat
888,0.625,0.85,fat,fat
889,0.78,0.725,normal,normal
890,0.85,0.8625,normal,normal
891,0.965,0.45,thin,thin
892,0.89,0.5125,thin,thin
893,0.89,0.6875,thin,thin
894,0.89,0.7,thin,thin
895,0.625,0.775,fat,fat
896,0.82,0.75,normal,normal
897,0.72,0.6,normal,normal
898,0.95,0.5125,thin,thin
899,0.96,0.75,thin,thin
900,0.765,0.8875,fat,fat
901,0.815,0.7375,normal,normal
902,0.85,0.6375,thin,thin
903,0.65,0.8125,fat,fat
904,0.975,0.6375,thin,thin
905,0.92,0.5375,thin,thin
906,0.78,0.45,thin,thin
907,0.925,0.9875,normal,normal
908,0.885,0.8,normal,normal
909,0.635,0.9125,fat,fat
910,0.78,0.7625,fat,fat
911,0.93,0.7625,thin,thin
912,0.68,0.5125,normal,normal
913,0.815,0.75,normal,normal
914,0.985,0.5125,thin,thin
915,0.845,0.8125,normal,normal
916,0.72,0.85,fat,fat
917,0.955,0.925,normal,normal
918,0.865,1.0,fat,fat
919,0.83,0.6125,thin,thin
920,0.785,0.8625,fat,fat
921,0.61,0.875,fat,fat
922,0.885,0.725,normal,normal
923,0.78,0.9875,fat,fat
924,0.93,0.8625,normal,normal
925,0.81,0.825,fat,fat
926,0.98,0.8875,thin,normal
927,0.635,0.9,fat,fat
928,0.955,0.8125,thin,thin
929,0.935,0.5875,thin,thin
930,0.935,0.75,thin,thin
931,0.895,0.575,thin,thin
932,0.98,0.775,thin,thin
933,0.775,0.925,fat,fat
934,0.905,0.9125,normal,normal
935,0.615,0.75,fat,fat
936,0.93,0.475,thin,thin
937,0.89,0.5375,thin,thin
938,1.0,0.65,thin,thin
939,0.995,0.675,thin,thin
940,0.81,0.5875,thin,thin
941,0.76,0.7625,fat,fat
942,0.685,0.4875,normal,normal
943,0.735,0.55,normal,normal
944,0.85,0.675,normal,normal
945,0.725,0.55,normal,normal
946,0.745,0.9125,fat,fat
947,0.92,0.925,normal,normal
948,1.0,0.475,thin,thin
949,0.97,0.95,normal,normal
950,0.855,0.7875,normal,normal
951,0.76,0.975,fat,fat
952,0.64,0.45,normal,normal
953,0.855,0.6125,thin,thin
954,0.845,0.525,thin,thin
955,0.665,0.8125,fat,fat
956,0.715,0.7875,fat,fat
957,0.795,0.9,fat,fat
958,0.76,0.475,thin,thin
959,0.65,0.675,fat,fat
960,0.635,0.975,fat,fat
961,0.85,0.625,thin,thin
962,0.855,0.5875,thin,thin
963,0.61,0.825,fat,fat
964,0.775,0.7375,normal,normal
965,0.915,0.625,thin,thin
966,0.92,0.6125,thin,thin
967,1.0,0.7875,thin,thin
968,1.0,0.6,thin,thin
969,0.98,0.875,thin,normal
970,0.75,0.8,fat,fat
971,0.675,0.775,fat,fat
972,0.905,0.6125,thin,thin
973,0.665,0.6375,fat,fat
974,0.845,0.85,normal,normal
975,0.72,0.8875,fat,fat
976,0.85,0.5,thin,thin
977,0.93,0.6625,thin,thin
978,0.875,0.9125,normal,normal
979,0.93,0.7625,thin,thin
980,0.93,0.7,thin,thin
981,0.945,0.725,thin,thin
982,0.75,0.4375,thin,thin
983,0.73,0.8625,fat,fat
984,0.9,0.75,normal,normal
985,0.945,0.925,normal,normal
986,0.895,0.7125,thin,thin
987,0.735,0.5125,normal,normal
988,0.74,0.825,fat,fat
989,0.955,0.6375,thin,thin
990,0.75,0.825,fat,fat
991,0.985,0.8375,thin,thin
992,0.895,0.6625,thin,thin
993,0.915,0.8875,normal,normal
994,0.815,0.45,thin,thin
995,0.92,0.475,thin,thin
996,0.94,0.8375,normal,normal
997,0.625,0.75,fat,fat
998,0.935,0.9125,normal,normal
999,0.885,0.6125,thin,thin
1000,0.645,0.5125,normal,normal
1001,0.905,0.6125,thin,thin
1002,0.765,0.5,thin,thin
1003,0.825,0.4375,thin,thin
1004,0.955,0.95,normal,normal
1005,0.755,0.95,fat,fat
1006,0.62,0.525,fat,fat
1007,0.895,0.8625,normal,normal
1008,0.915,0.75,thin,thin
1009,0.99,0.875,thin,thin
1010,0.745,0.6625,normal,normal
1011,0.715,0.5875,normal,normal
1012,0.665,0.925,fat,fat
1013,0.83,0.575,thin,thin
1014,0.675,0.5125,normal,normal
1015,0.795,0.575,thin,thin
1016,0.795,0.6125,normal,normal
1017,0.935,0.65,thin,thin
1018,0.815,0.85,fat,fat
1019,0.835,0.85,normal,normal
1020,0.95,0.825,thin,normal
1021,0.89,0.9375,normal,normal
1022,0.815,0.625,normal,normal
1023,0.66,0.5875,fat,fat
1024,0.75,0.95,fat,fat
1025,0.875,0.6375,thin,thin
1026,0.835,0.7375,normal,normal
1027,0.635,0.9375,fat,fat
1028,0.7,0.8625,fat,fat
1029,0.695,0.9875,fat,fat
1030,0.815,1.0,fat,fat
1031,0.71,0.85,fat,fat
1032,0.68,0.7375,fat,fat
1033,0.93,0.625,thin,thin
1034,0.835,0.8125,normal,normal
1035,0.89,0.525,thin,thin
1036,0.99,0.9375,normal,normal
1037,0.81,0.9,fat,fat
1038,0.68,0.55,normal,normal
1039,0.81,0.7125,normal,normal
1040,0.765,0.8875,fat,fat
1041,0.65,0.9625,fat,fat
1042,0.995,0.6625,thin,thin
1043,0.69,0.525,normal,normal
1044,0.675,0.5,normal,normal
1045,0.95,0.5375,thin,thin
1046,0.8,0.875,fat,fat
1047,0.755,0.45,thin,thin
1048,0.89,0.8625,normal,normal
1049,0.6,0.8625,fat,fat
1050,0.755,0.9125,fat,fat
1051,0.935,0.8125,normal,normal
1052,0.62,0.7875,fat,fat
1053,0.69,0.475,normal,normal
1054,0.71,0.7,fat,fat
1055,0.995,0.5125,thin,thin
1056,0.655,0.7875,fat,fat
1057,0.85,0.7125,normal,normal
1058,0.76,0.4875,thin,thin
1059,0.885,0.7625,normal,normal
1060,0.825,0.6375,normal,normal
1061,0.705,0.7625,fat,fat
1062,0.98,0.4625,thin,thin
1063,0.655,0.9625,fat,fat
1064,0.73,0.5,normal,normal
1065,0.895,0.6625,thin,thin
1066,0.825,0.7375,normal,normal
1067,0.715,0.7875,fat,fat
1068,0.63,0.9,fat,fat
1069,0.62,0.5,fat,fat
1070,0.795,0.6625,normal,normal
1071,0.875,0.9625,fat,fat
1072,0.895,0.9125,normal,normal
1073,0.895,0.475,thin,thin
1074,0.96,0.9875,normal,normal
1075,0.785,0.7,normal,normal
1076,0.805,0.925,fat,fat
1077,0.79,0.7375,normal,normal
1078,0.82,0.4875,thin,thin
1079,0.74,0.9375,fat,fat
1080,1.0,0.875,thin,thin
1081,0.685,0.825,fat,fat
1082,0.65,0.7875,fat,fat
1083,0.82,0.775,normal,normal
1084,0.93,0.7,thin,thin
1085,0.875,0.9125,normal,normal
1086,0.67,0.875,fat,fat
1087,0.82,0.6,thin,thin
1088,0.995,0.95,normal,normal
1089,1.0,0.95,normal,normal
1090,0.93,0.5875,thin,thin
1091,0.765,0.8,fat,fat
1092,0.9,0.75,normal,normal
1093,0.78,0.675,normal,normal
1094,0.74,0.5125,normal,normal
1095,0.88,0.6625,thin,thin
1096,0.705,0.85,fat,fat
1097,0.795,0.525,thin,thin
1098,0.915,0.7625,thin,thin
1099,0.94,0.7875,thin,thin
1100,0.835,0.4875,thin,thin
1101,0.76,1.0,fat,fat
1102,0.815,0.675,normal,normal
1103,0.71,0.4875,normal,normal
1104,0.875,0.6125,thin,thin
1105,0.885,0.725,normal,normal
1106,0.825,0.4375,thin,thin
1107,0.7,0.4625,normal,normal
1108,0.625,0.9125,fat,fat
1109,0.825,0.6125,thin,thin
1110,0.765,0.6625,normal,normal
1111,0.795,0.775,normal,normal
1112,0.785,0.95,fat,fat
1113,0.8,0.9625,fat,fat
1114,0.745,0.6375,normal,normal
1115,0.94,0.5875,thin,thin
1116,0.71,0.5125,normal,normal
1117,0.62,0.875,fat,fat
1118,0.77,0.4375,thin,thin
1119,0.66,0.65,fat,fat
1120,0.65,0.95,fat,fat
1121,0.935,0.65,thin,thin
1122,0.86,0.4625,thin,thin
1123,0.64,0.65,fat,fat
1124,0.825,0.9125,fat,fat
1125,1.0,0.5125,thin,thin
1126,0.61,0.5125,fat,fat
1127,0.905,0.65,thin,thin
1128,0.84,0.4625,thin,thin
1129,0.865,0.9125,normal,normal
1130,0.895,0.5375,thin,thin
1131,0.805,0.7375,normal,normal
1132,0.99,0.9875,normal,normal
1133,0.955,0.7375,thin,thin
1134,0.83,0.7625,normal,normal
1135,0.7,0.45,thin,normal
1136,0.88,0.6,thin,thin
1137,0.94,0.825,normal,normal
1138,0.77,0.9875,fat,fat
1139,0.865,0.625,thin,thin
1140,0.925,0.5625,thin,thin
1141,1.0,0.7,thin,thin
1142,0.755,0.975,fat,fat
1143,0.97,0.7,thin,thin
1144,0.755,0.4375,thin,thin
1145,0.835,0.5125,thin,thin
1146,0.835,0.85,normal,normal
1147,0.89,0.55,thin,thin
1148,0.64,0.625,fat,fat
1149,0.805,0.5,thin,thin
1150,0.805,0.7625,normal,normal
1151,0.625,0.975,fat,fat
1152,0.975,0.6875,thin,thin
1153,0.77,0.4625,thin,thin
1154,0.79,0.7375,normal,normal
1155,0.71,0.65,fat,fat
1156,0.785,0.475,thin,thin
1157,0.81,0.9625,fat,fat
1158,0.61,0.9625,fat,fat
1159,0.885,0.6875,thin,thin
1160,0.71,0.85,fat,fat
1161,0.61,0.6875,fat,fat
1162,0.935,0.5,thin,thin
1163,0.72,0.5,normal,normal
1164,0.875,0.975,fat,fat
1165,0.935,0.625,thin,thin
1166,0.68,0.8625,fat,fat
1167,0.96,0.8375,thin,normal
1168,0.975,1.0,normal,normal
1169,0.92,0.8375,normal,normal
1170,0.755,0.4375,thin,thin
1171,0.71,0.5875,normal,normal
1172,0.65,0.825,fat,fat
1173,0.79,0.5,thin,thin
1174,0.86,0.5,thin,thin
1175,0.73,0.825,fat,fat
1176,0.755,0.775,fat,fat
1177,0.79,0.7,normal,normal
1178,0.88,0.7375,normal,normal
1179,0.64,0.8875,fat,fat
1180,0.73,0.775,fat,fat
1181,0.93,0.5875,thin,thin
1182,0.66,0.8375,fat,fat
1183,0.72,0.8125,fat,fat
1184,0.905,0.9625,normal,normal
1185,0.67,0.525,normal,normal
1186,0.85,1.0,fat,fat
1187,0.685,0.7125,fat,fat
1188,0.805,0.9,fat,fat
1189,0.93,0.6625,thin,thin
1190,0.65,0.525,normal,normal
1191,0.825,0.6,thin,thin
1192,0.88,0.525,thin,thin
1193,0.95,0.5875,thin,thin
1194,0.98,0.875,thin,normal
1195,0.865,0.7375,normal,normal
1196,0.62,0.7875,fat,fat
1197,0.9,0.4375,thin,thin
1198,0.865,0.8625,normal,normal
1199,0.8,0.8875,fat,fat
1200,0.8,0.675,normal,normal
1201,0.73,0.65,normal,normal
1202,0.72,0.925,fat,fat
1203,0.88,0.8375,normal,normal
1204,0.935,0.9375,normal,normal
1205,0.925,0.9125,normal,normal
1206,0.915,0.4375,thin,thin
1207,0.77,0.525,thin,thin
1208,0.835,0.4875,thin,thin
1209,0.745,0.525,normal,normal
1210,0.61,0.6375,fat,fat
1211,0.735,0.7,fat,fat
1212,0.63,0.6875,fat,fat
1213,0.77,0.875,fat,fat
1214,0.91,0.5125,thin,thin
1215,0.83,0.6625,normal,normal
1216,0.795,0.75,normal,normal
1217,0.67,0.65,fat,fat
1218,0.645,0.95,fat,fat
1219,0.835,0.525,thin,thin
1220,0.905,0.85,normal,normal
1221,0.65,1.0,fat,fat
1222,0.64,0.525,fat,fat
1223,0.675,0.875,fat,fat
1224,0.635,0.85,fat,fat
1225,0.82,0.5,thin,thin
1226,0.95,0.8125,thin,thin
1227,0.86,0.6125,thin,thin
1228,0.76,0.475,thin,thin
1229,0.79,0.675,normal,normal
1230,0.715,0.4625,thin,thin
1231,0.985,0.6625,thin,thin
1232,0.77,0.7,normal,normal
1233,0.635,0.65,fat,fat
1234,0.905,0.625,thin,thin
1235,0.65,0.8375,fat,fat
1236,0.65,0.575,fat,fat
1237,0.875,0.525,thin,thin
1238,0.905,0.7,thin,thin
1239,0.985,0.8875,thin,normal
1240,0.995,0.6125,thin,thin
1241,0.785,0.5,thin,thin
1242,0.68,0.7,fat,fat
1243,1.0,0.4375,thin,thin
1244,0.665,0.875,fat,fat
1245,0.71,0.8875,fat,fat
1246,0.675,0.9875,fat,fat
1247,0.615,0.9125,fat,fat
1248,0.63,0.5875,fat,fat
1249,0.795,0.5875,normal,thin
1250,0.975,0.6375,thin,thin
1251,0.64,0.5,normal,normal
1252,0.645,0.65,fat,fat
1253,0.775,0.7875,fat,fat
1254,0.605,0.75,fat,fat
1255,0.665,0.5375,normal,normal
1256,0.9,0.7125,thin,thin
1257,0.6,0.5625,fat,fat
1258,0.865,0.55,thin,thin
1259,0.77,0.8875,fat,fat
1260,0.955,0.975,normal,normal
1261,0.72,0.8125,fat,fat
1262,0.945,0.475,thin,thin
1263,0.69,0.8875,fat,fat
1264,0.76,0.675,normal,normal
1265,0.705,0.9125,fat,fat
1266,0.69,0.4375,thin,normal
1267,0.925,0.9875,normal,normal
1268,0.97,0.4625,thin,thin
1269,0.83,0.8,normal,normal
1270,0.93,0.525,thin,thin
1271,0.685,0.9,fat,fat
1272,0.66,0.65,fat,fat
1273,0.745,0.625,normal,normal
1274,0.71,0.65,fat,fat
1275,0.775,0.55,thin,thin
1276,0.895,0.9875,normal,normal
1277,0.815,0.8625,fat,fat
1278,0.615,0.55,fat,fat
1279,0.615,0.725,fat,fat
1280,0.605,0.4375,normal,normal
1281,0.975,0.45,thin,thin
1282,0.795,0.8875,fat,fat
1283,0.665,0.4875,normal,normal
1284,0.715,0.9375,fat,fat
1285,0.85,0.55,thin,thin
1286,0.695,0.625,fat,fat
1287,0.685,0.9875,fat,fat
1288,0.85,0.9875,fat,fat
1289,0.77,0.5375,thin,thin
1290,0.65,0.975,fat,fat
1291,0.645,0.5375,fat,fat
1292,0.93,0.7875,thin,thin
1293,0.945,0.8375,normal,normal
1294,0.86,0.525,thin,thin
1295,0.695,0.7875,fat,fat
1296,0.73,0.5,normal,normal
1297,0.9,0.8375,normal,normal
1298,0.815,0.75,normal,normal
1299,0.92,0.6875,thin,thin
1300,0.74,0.8375,fat,fat
1301,0.86,0.5,thin,thin
1302,0.65,0.8625,fat,fat
1303,0.73,0.8625,fat,fat
1304,0.775,0.9,fat,fat
1305,0.83,0.4625,thin,thin
1306,0.725,0.6625,fat,fat
1307,0.83,0.475,thin,thin
1308,0.655,0.5125,normal,normal
1309,0.845,0.9625,fat,fat
1310,0.745,0.5,thin,thin
1311,0.775,0.525,thin,thin
1312,0.785,0.8,fat,fat
1313,0.995,0.7875,thin,thin
1314,0.78,0.7375,normal,normal
1315,0.79,0.9375,fat,fat
1316,0.87,0.8875,normal,normal
1317,0.97,0.4625,thin,thin
1318,0.975,0.6375,thin,thin
1319,0.815,0.65,normal,normal
1320,0.65,0.575,fat,fat
1321,0.98,0.575,thin,thin
1322,0.695,0.875,fat,fat
1323,0.615,0.5625,fat,fat
1324,0.82,0.8375,normal,normal
1325,0.765,0.45,thin,thin
1326,0.645,0.5375,fat,fat
1327,0.835,0.6125,thin,thin
1328,0.7,0.5,normal,normal
1329,0.97,0.9625,normal,normal
1330,0.87,0.8375,normal,normal
1331,0.945,0.8875,normal,normal
1332,0.75,0.575,normal,normal
1333,0.635,0.8125,fat,fat
1334,0.99,0.65,thin,thin
1335,0.685,0.875,fat,fat
1336,0.725,0.7875,fat,fat
1337,0.735,0.725,fat,fat
1338,0.81,0.9875,fat,fat
1339,0.625,0.475,normal,normal
1340,0.695,0.75,fat,fat
1341,0.625,0.7,fat,fat
1342,0.91,0.5,thin,thin
1343,0.87,0.875,normal,normal
1344,0.71,0.825,fat,fat
1345,0.775,0.525,thin,thin
1346,1.0,0.5,thin,thin
1347,0.7,0.75,fat,fat
1348,0.695,0.6,normal,normal
1349,0.695,0.6875,fat,fat
1350,0.77,0.6625,normal,normal
1351,0.83,0.575,thin,thin
1352,0.96,0.8875,normal,normal
1353,0.97,0.525,thin,thin
1354,0.705,0.475,normal,normal
1355,0.735,0.6375,normal,normal
1356,0.99,0.8125,thin,thin
1357,0.95,0.9,normal,normal
1358,0.945,0.7875,thin,thin
1359,0.65,0.45,normal,normal
1360,0.645,0.5125,normal,normal
1361,0.72,0.6375,normal,normal
1362,0.785,0.875,fat,fat
1363,0.645,0.5,normal,normal
1364,0.985,0.7125,thin,thin
1365,0.635,0.9375,fat,fat
1366,0.875,0.675,thin,thin
1367,0.845,0.6375,thin,thin
1368,0.74,0.9375,fat,fat
1369,0.61,0.7125,fat,fat
1370,0.75,0.4625,thin,thin
1371,0.88,0.85,normal,normal
1372,0.84,0.8125,normal,normal
1373,0.915,0.85,normal,normal
1374,0.67,0.5125,normal,normal
1375,0.9,0.525,thin,thin
1376,0.62,0.6625,fat,fat
1377,0.695,0.475,normal,normal
1378,0.845,0.9875,fat,fat
1379,0.89,0.7875,normal,normal
1380,0.935,0.6125,thin,thin
1381,0.955,0.75,thin,thin
1382,0.84,0.8125,normal,normal
1383,0.76,0.5125,thin,thin
1384,0.96,0.6125,thin,thin
1385,0.815,0.575,thin,thin
1386,0.62,0.9125,fat,fat
1387,0.63,0.85,fat,fat
1388,0.66,0.9875,fat,fat
1389,0.615,0.6625,fat,fat
1390,0.655,0.5875,fat,fat
1391,0.755,0.9625,fat,fat
1392,0.655,0.4625,normal,normal
1393,0.97,0.6625,thin,thin
1394,0.605,0.5375,fat,fat
1395,0.675,0.775,fat,fat
1396,0.795,0.8,fat,fat
1397,0.9,0.7375,thin,thin
1398,0.93,0.475,thin,thin
1399,0.855,0.6125,thin,thin
1400,0.815,0.65,normal,normal
1401,0.695,0.5125,normal,normal
1402,0.64,0.5375,fat,fat
1403,0.725,0.4375,thin,thin
1404,0.99,0.5625,thin,thin
1405,0.645,0.5125,normal,normal
1406,0.72,0.5875,normal,normal
1407,0.785,0.8875,fat,fat
1408,0.61,0.6875,fat,fat
1409,0.79,0.975,fat,fat
1410,0.8,1.0,fat,fat
1411,0.615,0.7,fat,fat
1412,0.77,0.775,fat,fat
1413,0.975,0.55,thin,thin
1414,0.65,0.6125,fat,fat
1415,0.76,0.45,thin,thin
1416,0.74,0.6875,fat,fat
1417,0.925,0.4375,thin,thin
1418,0.835,0.7125,normal,normal
1419,0.92,0.65,thin,thin
1420,0.665,0.4625,normal,normal
1421,0.615,0.925,fat,fat
1422,0.795,0.5875,normal,thin
1423,0.75,0.675,normal,normal
1424,0.67,0.8875,fat,fat
1425,0.935,0.775,thin,thin
1426,0.815,0.6875,normal,normal
1427,0.91,0.625,thin,thin
1428,0.675,0.775,fat,fat
1429,0.77,0.7625,fat,fat
1430,0.935,0.5125,thin,thin
1431,0.9,0.5,thin,thin
1432,0.64,0.4625,normal,normal
1433,0.83,0.675,normal,normal
1434,0.905,0.5625,thin,thin
1435,0.84,0.8375,normal,normal
1436,0.985,0.8125,thin,thin
1437,0.705,0.775,fat,fat
1438,1.0,0.6125,thin,thin
1439,0.79,0.6625,normal,normal
1440,0.705,0.45,thin,thin
1441,0.99,0.9875,normal,normal
1442,0.715,0.5875,normal,normal
1443,0.975,0.9,normal,normal
1444,0.66,0.85,fat,fat
1445,0.8,0.9375,fat,fat
1446,0.83,0.95,fat,fat
1447,0.835,0.525,thin,thin
1448,0.745,0.6625,normal,normal
1449,0.6,0.6375,fat,fat
1450,0.7,0.9,fat,fat
1451,0.72,0.6875,fat,fat
1452,0.73,0.8,fat,fat
1453,0.815,0.625,normal,normal
1454,0.82,0.8375,normal,normal
1455,0.605,0.8125,fat,fat
1456,0.695,0.625,fat,fat
1457,0.72,1.0,fat,fat
1458,0.88,0.9125,normal,normal
1459,0.675,0.95,fat,fat
1460,0.66,0.975,fat,fat
1461,0.64,0.4625,normal,normal
1462,0.76,0.7625,fat,fat
1463,0.77,0.8375,fat,fat
1464,0.69,0.65,fat,fat
1465,0.79,0.85,fat,fat
1466,0.825,0.7125,normal,normal
1467,0.675,0.7,fat,fat
1468,0.835,0.925,fat,fat
1469,0.64,0.975,fat,fat
1470,0.995,0.925,normal,normal
1471,0.625,0.4625,normal,normal
1472,0.68,0.7125,fat,fat
1473,0.69,0.8,fat,fat
1474,0.86,0.9125,normal,normal
1475,0.645,1.0,fat,fat
1476,0.68,0.6375,fat,fat
1477,0.62,0.825,fat,fat
1478,0.865,1.0,fat,fat
1479,0.96,0.475,thin,thin
1480,0.75,0.9625,fat,fat
1481,0.91,0.85,normal,normal
1482,0.755,0.9625,fat,fat
1483,0.79,0.8,fat,fat
1484,0.92,0.525,thin,thin
1485,0.84,0.45,thin,thin
1486,0.97,0.9375,normal,normal
1487,0.66,0.95,fat,fat
1488,0.77,0.525,thin,thin
1489,0.64,0.6875,fat,fat
1490,0.765,0.7125,normal,normal
1491,0.85,0.8625,normal,normal
1492,0.915,0.6375,thin,thin
1493,0.665,0.6625,fat,fat
1494,0.73,0.7375,fat,fat
1495,0.855,0.625,thin,thin
1496,0.625,0.8,fat,fat
1497,0.805,0.775,normal,normal
1498,0.925,0.6625,thin,thin
1499,0.69,0.95,fat,fat
1500,0.84,0.8625,normal,normal
1501,0.84,0.6375,thin,thin
1502,0.95,0.525,thin,thin
1503,0.91,0.55,thin,thin
1504,0.945,0.8375,normal,normal
1505,0.72,0.45,thin,thin
1506,0.99,0.65,thin,thin
1507,0.72,0.6,normal,normal
1508,0.71,0.9,fat,fat
1509,0.85,0.6,thin,thin
1510,0.82,0.5,thin,thin
1511,0.88,0.7,thin,thin
1512,0.98,0.7125,thin,thin
1513,0.675,1.0,fat,fat
1514,0.675,0.5625,normal,normal
1515,0.735,0.45,thin,thin
1516,0.83,1.0,fat,fat
1517,0.8,0.575,thin,thin
1518,0.985,0.8875,thin,normal
1519,0.85,0.475,thin,thin
1520,0.885,0.8375,normal,normal
1521,0.975,0.9625,normal,normal
1522,0.675,0.65,fat,fat
1523,0.925,0.8625,normal,normal
1524,0.655,0.825,fat,fat
1525,0.89,0.7375,normal,normal
1526,0.865,0.8625,normal,normal
1527,0.61,0.4875,fat,fat
1528,0.945,0.5625,thin,thin
1529,0.87,0.725,normal,normal
1530,0.675,0.9125,fat,fat
1531,0.785,0.925,fat,fat
1532,0.91,0.625,thin,thin
1533,0.755,0.775,fat,fat
1534,0.635,0.4625,normal,normal
1535,0.725,0.5625,normal,normal
1536,0.885,0.775,normal,normal
1537,0.795,0.65,normal,normal
1538,0.66,0.9,fat,fat
1539,0.675,0.65,fat,fat
1540,0.755,0.8125,fat,fat
1541,0.96,0.675,thin,thin
1542,0.835,0.6125,thin,thin
1543,0.93,0.8375,normal,normal
1544,0.85,0.9125,fat,fat
1545,0.875,0.8875,normal,normal
1546,0.66,0.85,fat,fat
1547,0.79,0.7375,normal,normal
1548,0.88,0.5625,thin,thin
1549,0.99,0.575,thin,thin
1550,0.72,0.5,normal,normal
1551,0.85,0.8375,normal,normal
1552,0.88,0.575,thin,thin
1553,0.91,0.6125,thin,thin
1554,0.925,0.9125,normal,normal
1555,0.635,0.475,normal,normal
1556,0.635,0.4375,normal,normal
1557,0.99,0.825,thin,thin
1558,0.715,0.9375,fat,fat
1559,0.82,0.5625,thin,thin
1560,0.89,0.775,normal,normal
1561,0.785,0.5625,thin,thin
1562,0.635,0.6625,fat,fat
1563,0.615,0.5375,fat,fat
1564,0.6,0.7875,fat,fat
1565,0.8,0.45,thin,thin
1566,0.84,0.75,normal,normal
1567,0.85,0.6125,thin,thin
1568,0.665,0.85,fat,fat
1569,0.98,0.475,thin,thin
1570,0.755,0.6125,normal,normal
1571,0.785,0.525,thin,thin
1572,0.75,0.6625,normal,normal
1573,0.8,0.9875,fat,fat
1574,0.775,0.6875,normal,normal
1575,0.885,0.7,thin,thin
1576,0.8,0.45,thin,thin
1577,0.81,0.9125,fat,fat
1578,0.71,1.0,fat,fat
1579,0.74,0.4625,thin,thin
1580,0.88,0.5625,thin,thin
1581,0.81,0.725,normal,normal
1582,0.6,0.7625,fat,fat
1583,0.875,0.675,thin,thin
1584,0.92,0.9875,normal,normal
1585,0.715,0.9875,fat,fat
1586,0.94,0.475,thin,thin
1587,0.815,0.8,normal,normal
1588,0.63,1.0,fat,fat
1589,0.955,0.55,thin,thin
1590,0.695,0.7,fat,fat
1591,0.685,0.65,fat,fat
1592,0.975,0.8125,thin,thin
1593,0.67,0.4875,normal,normal
1594,0.88,0.4625,thin,thin
1595,0.65,0.6875,fat,fat
1596,0.92,0.775,thin,thin
1597,0.78,0.5875,normal,normal
1598,0.9,0.6375,thin,thin
1599,0.95,0.6625,thin,thin
1600,0.625,0.8125,fat,fat
1601,0.945,0.9875,normal,normal
1602,0.67,0.4625,normal,normal
1603,0.665,1.0,fat,fat
1604,0.605,0.7625,fat,fat
1605,0.945,0.9625,normal,normal
1606,0.895,0.85,normal,normal
1607,0.895,0.7125,thin,thin
1608,0.73,0.6625,normal,normal
1609,0.995,0.65,thin,thin
1610,0.73,0.8625,fat,fat
1611,0.805,0.5125,thin,thin
1612,0.625,1.0,fat,fat
1613,1.0,0.8125,thin,thin
1614,0.685,0.9375,fat,fat
1615,0.985,0.95,normal,normal
1616,0.665,0.9,fat,fat
1617,0.83,0.6875,normal,normal
1618,0.63,0.8625,fat,fat
1619,0.92,0.9,normal,normal
1620,0.725,0.875,fat,fat
1621,0.765,0.45,thin,thin
1622,0.615,0.6375,fat,fat
1623,0.905,0.475,thin,thin
1624,0.91,0.95,normal,normal
1625,0.665,0.9375,fat,fat
1626,0.675,0.5875,fat,fat
1627,0.765,0.7375,fat,fat
1628,0.91,0.5875,thin,thin
1629,0.615,0.5625,fat,fat
1630,0.88,0.575,thin,thin
1631,0.735,0.925,fat,fat
1632,0.795,0.55,thin,thin
1633,0.62,0.55,fat,fat
1634,0.71,0.9125,fat,fat
1635,0.735,0.975,fat,fat
1636,0.925,0.8,normal,normal
1637,0.67,0.925,fat,fat
1638,0.845,0.75,normal,normal
1639,0.81,0.65,normal,normal
1640,0.715,0.7625,fat,fat
1641,0.78,0.6375,normal,normal
1642,0.935,0.9125,normal,normal
1643,0.7,0.55,normal,normal
1644,0.69,0.5,normal,normal
1645,0.76,0.95,fat,fat
1646,0.945,0.6375,thin,thin
1647,0.61,0.625,fat,fat
1648,0.89,0.5375,thin,thin
1649,0.935,0.675,thin,thin
1650,0.66,0.9375,fat,fat
1651,0.715,0.4375,thin,thin
1652,0.93,0.7875,thin,thin
1653,0.65,0.75,fat,fat
